Number,Company,Product,TypeName,Inches,Cpu,Gpu,OpSys,Weight_KG,Ram_GB,IPS,Full HD,Touchscreen,Four_K,HDD,SSD,Flash_Storage,Memory_GB,Price_RM,Price-Filter,ResolutionSize,Cpu2,ScoreCPU$ï..Score,Processor_base,ScorePB$ï..Score,Total_CPU_Score,Simple.Media.Editing,Heavy.Pro.Media.Editing..3D.Design.etc.,Developer,Casual.Gaming,Heavy.Gaming,Documents,Heavy.Book.Keeping,Web.Browsing,V2,Purpose.Filter,Time.Filter,ScreenSize.Filter,OS.Filter
1014,MSI,GL72M 7RDX,Gaming,17.3,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,2.7,8,0,1,0,0,1,1,0,1281,5431,Above RM 4500,1920x1080,Intel Core i5 7300HQ ,3,2.5GHz,3,4,1,0,1,0,1,0,1,0,3,Basic Developer,Occasionally(Few time per week),Large(17 & above),Windows
357,Lenovo,Thinkpad T460,Ultrabook,14,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,1.7,4,0,1,0,0,0,1,0,180,5436,Above RM 4500,1920x1080,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
842,Dell,Latitude 5590,Ultrabook,15.6,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,1.88,8,1,1,0,0,0,1,0,256,5437,Above RM 4500,1920x1080,Intel Core i5 8250U ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
819,Lenovo,Thinkpad T570,Notebook,15.6,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 630,Windows 10,1.95,8,1,1,0,0,0,1,0,256,5441,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,4,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
46,Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,Linux,2.8,8,0,1,0,0,1,1,0,1281,5451,Above RM 4500,1920x1080,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,7,Heavy Coding/Gaming,Occasionally(Few time per week),Large(17 & above),Windows
144,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Intel Core i7 6500U 2.5GHz,AMD Radeon R7 M360,Windows 10,2.5,16,0,1,0,0,0,0,0,1,5451,Above RM 4500,1920x1080,Intel Core i7 6500U ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
350,Lenovo,Thinkpad X260,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,1.3,8,1,0,0,0,0,1,0,180,5451,Above RM 4500, 1366x768,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
419,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,Linux,1.23,8,0,0,1,0,0,1,0,256,5451,Above RM 4500,3200x1800,Intel Core i5 6300U ,3,2.4GHz,3,4,1,0,1,0,1,0,1,0,7,Basic Developer,Most of the time (Daily),Small (12.1-14.0 inch),Windows
517,Apple,MacBook Air,Ultrabook,13.3,Intel Core i5 1.6GHz,Intel HD Graphics 6000,Mac OS X,1.35,8,0,0,0,0,0,0,1,128,5451,Above RM 4500,1440x900,Intel Core i5 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Mac OS
654,Asus,Pro P2540UA-XS51,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,2.37,8,0,1,0,0,0,1,0,256,5451,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
809,Dell,Latitude 5480,Ultrabook,14,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,Linux,1.6,8,0,1,0,0,0,1,0,256,5451,Above RM 4500,1920x1080,Intel Core i7 7600U ,2,2.8GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
879,Asus,ZenBook UX430UA,Ultrabook,14,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,Windows 10,1.25,8,0,1,0,0,0,1,0,256,5451,Above RM 4500,1920x1080,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,6,Heavy Coding/Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
980,Lenovo,IdeaPad 720S-14IKB,Notebook,14,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,Windows 10,1.5,8,1,1,0,0,0,1,0,256,5451,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1008,Asus,ZenBook Flip,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GT 940MX,Windows 10,2.26,12,0,1,1,0,1,1,0,5122,5451,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
1029,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,2.2,8,1,1,0,0,1,1,0,1281,5451,Above RM 4500,1920x1080,Intel Core i5 7300HQ ,3,2.5GHz,3,4,1,0,1,0,1,0,1,0,3,Basic Developer,Occasionally(Few time per week),Medium (14 -16.9),Windows
1060,HP,Omen 15-AX205na,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,2.2,8,1,1,0,0,1,1,0,1281,5451,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
1070,Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,2.62,8,0,1,0,0,1,0,0,1,5451,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
1215,Dell,Inspiron 7559,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,Windows 10,2.72,16,1,0,1,0,1,1,0,1281,5451,Above RM 4500,3840x2160,Intel Core i7 6700HQ ,4,2.6GHz,3,5,0,1,1,0,1,0,1,0,4,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
406,HP,EliteBook 840,Notebook,14,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 7,1.54,4,0,1,0,0,0,1,0,256,5456,Above RM 4500,1920x1080,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
413,HP,EliteBook 840,Notebook,14,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,Windows 10,1.48,4,0,0,0,0,0,1,0,256,5456,Above RM 4500,1366x768,Intel Core i5 6300U ,3,2.4GHz,3,4,1,0,1,0,1,0,1,0,7,Basic Developer,Most of the time (Daily),Small (12.1-14.0 inch),Windows
872,HP,ProBook 430,Notebook,13.3,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,Windows 10,1.49,8,0,1,0,0,0,1,0,512,5471,Above RM 4500,1920x1080,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,6,Heavy Coding/Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
371,Toshiba,Tecra Z40-C-12X,Notebook,14,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,1.47,4,1,1,0,0,0,1,0,128,5481,Above RM 4500,1920x1080,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1109,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050M,Windows 10,2.5,8,1,1,0,0,1,1,0,1281,5501,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
171,Lenovo,ThinkPad E480,Notebook,14,Intel Core i5 8250U 1.6GHz,AMD Radeon RX 550,Windows 10,1.75,8,1,1,0,0,0,1,0,256,5535,Above RM 4500,1920x1080,Intel Core i5 8250U ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,3,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
622,Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.9,8,0,1,0,0,0,1,0,256,5540,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
967,Asus,VivoBook S15,Notebook,15.6,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 940MX,Windows 10,1.7,8,0,1,0,0,0,1,0,256,5545,Above RM 4500,1920x1080,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,6,Heavy Coding/Gaming,Most of the time (Daily),Medium (14 -16.9),Windows
373,Toshiba,Tecra A50-C-1ZV,Notebook,15.6,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,2.2,8,0,0,0,0,0,1,0,256,5550,Above RM 4500,1366x768,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
817,Dell,Latitude 5480,Notebook,14,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620 ,Windows 10,1.6,8,0,1,0,0,0,1,0,128,5550,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1271,HP,Envy 13-ad009n,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,Nvidia GeForce MX150,Windows 10,1.38,8,1,1,0,0,0,1,0,256,5550,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,5,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1036,MSI,GL62M 7RD,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,2.2,8,0,1,0,0,1,1,0,1281,5555,Above RM 4500,1920x1080,Intel Core i5 7300HQ ,3,2.5GHz,3,4,1,0,1,0,1,0,1,0,3,Basic Developer,Occasionally(Few time per week),Medium (14 -16.9),Windows
717,HP,ProBook 650,Notebook,14,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,Windows 10,2.31,8,0,0,0,0,0,1,0,256,5575,Above RM 4500,1366x768,Intel Core i5 7300U ,3,2.6GHz,3,4,1,0,1,0,1,0,1,0,6,Basic Developer,Occasionally(Few time per week),Small (12.1-14.0 inch),Windows
649,Dell,Latitude 5480,Notebook,14,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.6,8,0,0,0,0,0,1,0,256,5588,Above RM 4500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
651,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.2,8,1,0,0,0,0,1,0,256,5600,Above RM 4500,3200x1800,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1089,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,16,1,1,0,0,1,1,0,2562,5600,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
1112,HP,Omen -,Gaming,17.3,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 1060,Windows 10,3.35,8,1,1,0,0,1,1,0,1281,5600,Above RM 4500,1920x1080,Intel Core i5 6300HQ ,3,2.3GHz,2,3.5,1,0,1,1,0,0,1,0,2,Heavy Documents Usage,Rarely,Large(17 & above),Windows
966,Dell,Inspiron 7570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 940MX,Windows 10,2.16,8,1,1,0,0,1,1,0,2561,5606,Above RM 4500,1920x1080,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,6,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
52,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,Windows 10,2.2,16,0,1,0,0,1,1,0,2562,5630,Above RM 4500,1920x1080,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,7,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
635,Asus,Zenbook 3,Ultrabook,14,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.1,8,0,1,0,0,0,1,0,256,5630,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
344,Dell,Latitude E5270,Ultrabook,12.5,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,Windows 7,1.5,4,0,0,0,0,1,0,0,500,5630,Above RM 4500,1366x768,Intel Core i3 6100U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
45,Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,Windows 10,2.8,8,0,1,0,0,1,1,0,1281,5664,Above RM 4500,1920x1080,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,7,Heavy Coding/Gaming,Occasionally(Few time per week),Large(17 & above),Windows
48,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,Windows 10,2.02,8,0,1,0,0,1,1,0,2562,5666,Above RM 4500,1920x1080,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,7,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
965,Dell,Inspiron 7570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,Nvidia GeForce 940MX,Windows 10,2,8,0,1,0,0,0,1,0,256,5668,Above RM 4500,1920x1080,Intel Core i5 8250U ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
1075,MSI,GP62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,2.4,8,0,1,0,0,1,1,0,1281,5668,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
601,HP,Elitebook 850,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.84,8,0,1,0,0,0,1,0,256,5674,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
172,Lenovo,ThinkPad E580,Notebook,15.6,Intel Core i5 8250U 1.6GHz,AMD Radeon RX 550,Windows 10,2.1,8,1,1,0,0,1,1,0,2561,5677,Above RM 4500,1920x1080,Intel Core i5 8250U ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,3,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
757,HP,Envy 13-AB020nr,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,1.34,8,1,0,0,0,0,1,0,256,5679,Above RM 4500,3200x1800,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
906,Asus,VivoBook Pro,Notebook,17.3,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 150MX,Windows 10,2.1,8,0,1,0,0,1,1,0,1281,5679,Above RM 4500,1920x1080,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,5,Heavy Coding/Gaming,Occasionally(Few time per week),Large(17 & above),Windows
369,HP,ProBook 640,Notebook,14,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,1.95,4,0,0,0,0,1,0,0,500,5699,Above RM 4500,1366x768,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
534,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,Windows 10,1.2,8,1,1,1,0,0,1,0,256,5699,Above RM 4500,1920x1080,Intel Core i7 7Y75 ,4,1.3GHz,1,4,1,0,1,0,1,0,1,0,7,Basic Developer,Most of the time (Daily),Small (12.1-14.0 inch),Windows
691,HP,Spectre 13-V100nv,Notebook,13.3,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.11,8,1,1,0,0,0,1,0,256,5699,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
786,HP,Envy 13-AB077cl,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,1.39,8,0,0,1,0,0,1,0,256,5699,Above RM 4500,3200x1800,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
853,Dell,Latitude 5490,Ultrabook,14,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,1.6,8,0,1,0,0,0,1,0,256,5699,Above RM 4500,1920x1080,Intel Core i5 8250U ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1078,MSI,GL62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,2.2,8,0,1,0,0,1,1,0,1281,5699,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
1140,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,No OS,2.4,8,1,1,0,0,1,1,0,2561,5699,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
685,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.4,8,0,0,0,0,0,1,0,256,5704,Above RM 4500,3200x1800,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
2,HP,ZBook 15u,Notebook,15.6,Intel Core i5 7200U 2.5GHz,AMD FirePro W4190M ,Windows 10,1.9,8,0,1,0,0,1,0,0,500,5724,Above RM 4500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
521,Apple,Macbook Air,Ultrabook,13.3,Intel Core i5 1.8GHz,Intel HD Graphics 6000,macOS,1.34,8,0,0,0,0,0,0,1,256,5747,Above RM 4500,1440x900,Intel Core i5 ,3,1.8GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
326,Asus,Chromebook Flip,2 in 1 Convertible,12.5,Intel Core M M7-6Y75 1.2GHz,Intel HD Graphics 515,Chrome OS,1.2,8,0,1,0,0,0,0,1,64,5749,Above RM 4500,1920x1080,Intel Core M M7-6Y75 ,3,1.2GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Chrome
900,HP,ProBook 450,Notebook,15.6,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,Windows 10,2.1,16,0,1,0,0,0,1,0,512,5749,Above RM 4500,1920x1080,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,6,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
1092,Dell,Inspiron 7577,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,8,1,1,0,0,1,1,0,1281,5749,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
514,Apple,"MacBook 12""",Ultrabook,12,Intel Core M 1.1GHz,Intel HD Graphics 5300,Mac OS X,0.92,8,1,0,0,0,0,0,1,256,5768,Above RM 4500,2304x1440,Intel Core M ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Mac OS
368,HP,Probook 650,Notebook,15.6,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,2.31,8,0,1,0,0,0,1,0,256,5778,Above RM 4500,1920x1080,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
515,Apple,"MacBook 12""",Ultrabook,12,Intel Core M 1.2GHz,Intel HD Graphics 5300,Mac OS X,0.92,8,1,0,0,0,0,0,1,512,5778,Above RM 4500,2304x1440,Intel Core M ,3,1.2GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Mac OS
345,Dell,Latitude E5270,Ultrabook,12.5,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,Windows 7,1.5,4,0,0,0,0,0,1,0,128,5788,Above RM 4500,1366x768,Intel Core i3 6100U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1065,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,3,8,0,1,0,0,1,1,0,1281,5793,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Large(17 & above),Windows
1094,Asus,ROG GL553VE-FY022,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,No OS,2.5,8,1,1,0,0,1,0,0,1,5798,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
1123,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,Windows 10,2.2,8,0,1,0,0,1,0,0,1,5798,Above RM 4500,1920x1080,Intel Core i7 6700HQ ,4,2.6GHz,3,5,0,1,1,0,1,0,1,0,2,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
1222,MSI,GL62 6QF,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,Windows 10,2.3,8,0,1,0,0,1,1,0,1281,5798,Above RM 4500,1920x1080,Intel Core i7 6700HQ ,4,2.6GHz,3,5,0,1,1,0,1,0,1,0,4,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
719,Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,Windows 10,1.9,8,0,1,0,0,0,1,0,256,5848,Above RM 4500,1920x1080,Intel Core i5 7300U ,3,2.6GHz,3,4,1,0,1,0,1,0,1,0,6,Basic Developer,Most of the time (Daily),Medium (14 -16.9),Windows
802,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,2.09,16,0,1,1,0,0,1,0,512,5848,Above RM 4500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
954,Dell,Latitude 5480,Notebook,14,Intel Core i5 7440HQ 2.8GHz,Nvidia GeForce 930MX,Windows 10,1.64,8,0,1,0,0,0,1,0,256,5848,Above RM 4500,1920x1080,Intel Core i5 7440HQ ,3,2.8GHz,3,4,1,0,1,0,1,0,1,0,6,Basic Developer,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1085,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,16,1,1,0,0,1,1,0,2561,5848,Above RM 4500,1920x1080,Intel Core i7 7700HQ ,4,2.8GHz,3,5,0,1,1,0,1,0,1,0,3,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
375,Toshiba,Tecra A40-C-1DF,Notebook,14,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,1.95,8,0,1,0,0,0,1,0,256,5853,Above RM 4500,1920x1080,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
